Código nave,Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,atraque_hour,atraque_dayofweek,atraque_month,atraque_year,Calado arribo,Calado diff
9893448,Liquid Bulk,15876,QUINTERO,MATARANI,82728500-5 - IAN TAYLOR,Sitio 3,MOL,CAR CARRIERS,15.25,7,2,7,2023,5.65,-0.55
9285976,Container,90645,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,28.416666666666668,19,2,7,2023,10.15,2.3
9232577,Container,46009,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,19.0,2,5,7,2023,11.85,1.5
9391567,Vehicle Carrier,57692,ZARATE,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,11.55,9,2,7,2023,9.0,0.2
9285976,Container,90645,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,9.75,6,1,7,2023,10.45,-0.85
9707027,Vehicle Carrier,59954,SANTOS - SP,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,28.5,4,1,7,2023,8.75,0.55
9872183,Dry Bulk,40250,MANTA,PUNTA DEL ESTE,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,34.25,23,5,7,2023,6.55,0.35
9727625,Container,112836,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,26.65,14,0,7,2023,9.475,1.8
9937335,Container,114643,CALLAO,LIRQUEN,96566940-k - AGUNSA,Sitio 1,ONE,AX2,46.91666666666666,22,3,7,2023,10.275,0.85
9765586,Container,17907,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,14.916666666666666,16,4,7,2023,6.2,-0.3
9325790,Vehicle Carrier,41662,CALLAO,SHANGHAI,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,24.616666666666667,12,3,7,2023,7.6,0.95
9946245,Container,18848,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,20.95,19,3,7,2023,6.15,0.35
9964118,Dry Bulk,36460,VANCOUVER - BC,LIRQUEN,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,28.416666666666668,1,5,7,2023,11.68,5.73
9964118,Dry Bulk,36460,VANCOUVER - BC,LIRQUEN,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,24.08333333333333,11,0,7,2023,11.68,5.73
9713349,Container,113042,CALLAO,LIRQUEN,96566940-k - AGUNSA,Sitio 1,ONE,AX2,53.75,6,4,7,2023,11.4,1.8
9277838,Vehicle Carrier,57718,CALLAO,ULSAN,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,13.883333333333333,4,0,7,2023,8.0,0.5
9964118,Dry Bulk,36460,VANCOUVER - BC,LIRQUEN,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,45.66666666666666,4,3,8,2023,11.68,5.73
9301433,Container,26836,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,35.96666666666667,13,3,8,2023,7.6,-0.55
9673018,Vehicle Carrier,62106,IQUIQUE,ULSAN,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,20.98333333333333,8,4,8,2023,8.9,0.6
9663623,Dry Bulk,35812,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,95.0,3,5,8,2023,10.45,4.74
9714795,Dry Bulk,25546,SAN LORENZO,PATILLOS,80010900-0 - AGENTAL,Sitio 4/5,NON-LINER,NO SERVICE,63.016666666666666,7,5,8,2023,9.7,4.335
9191632,Container,6406,LAS SALINAS/VALPARAISO,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,22.83333333333333,20,4,8,2023,4.6,-2.14
9919515,Dry Bulk,23238,COQUIMBO,SAN ANTONIO - CL,78986820-4 - B&M,C1,NON-LINER,NO SERVICE,50.766666666666666,23,5,8,2023,8.12,-1.745
9928891,Dry Bulk,40350,IQUIQUE,PUNTA DEL ESTE,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,44.66666666666666,0,0,8,2023,7.5,-0.075
9928205,Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,28.666666666666668,1,6,8,2023,11.65,0.8
9947110,Container,155492,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,54.833333333333336,0,5,8,2023,13.3,1.75
9357315,Vehicle Carrier,57692,ZARATE,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,10.7,12,1,8,2023,8.95,0.4
9745548,Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,26.516666666666666,13,3,8,2023,8.5,-0.35
9729116,Container,95256,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Eurosal,50.55,6,2,8,2023,9.45,0.45
9383429,Vehicle Carrier,68701,IQUIQUE,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,31.433333333333334,4,6,8,2023,7.75,0.7
9928190,Container,42799,ANTOFAGASTA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,26.08333333333333,21,4,8,2023,9.9,0.4
9302956,Container,26671,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,30.666666666666668,18,4,9,2023,8.475,0.25
9214898,Container,92198,MEJILLONES,LAZARO CARDENAS - MIC,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,29.75,23,1,8,2023,10.925,0.925
9720201,Container,94469,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,41.96666666666667,13,0,8,2023,11.75,2.65
9786762,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,28.9,14,1,8,2023,9.725,-0.225
9398321,Vehicle Carrier,61328,SHANGHAI,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,47.36666666666667,19,1,8,2023,10.2,1.4
9733820,Container,17907,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,16.666666666666668,5,5,8,2023,8.5,1.45
9800037,Liquid Bulk,11773,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,26.366666666666667,20,5,8,2023,4.93,-4.88
9604158,Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,49.3,8,0,8,2023,12.0,-0.05
9942031,Dry Bulk,23232,VANCOUVER APT - BC,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,104.66666666666669,14,6,8,2023,10.315,4.475
9881160,Dry Bulk,25010,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,87.0,4,2,8,2023,9.915,0.015
9928891,Dry Bulk,40350,IQUIQUE,PUNTA DEL ESTE,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,38.75,8,3,8,2023,7.5,-0.075
9334935,Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,16.083333333333332,11,2,8,2023,11.45,-0.85
9777606,Container,118945,VALPARAISO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,61.18333333333333,9,2,8,2023,9.05,-1.45
9321861,Liquid Bulk,16232,QUINTERO,MATARANI,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,11.566666666666666,12,2,8,2023,7.7,2.45
9345403,Container,114394,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,35.166666666666664,10,3,8,2023,10.3,2.725
9731925,Container,94623,CALLAO,CALLAO,80925100-4 - SOMARCO,C1,COSCO GROUP,Eurosal,55.86666666666667,6,2,8,2023,9.25,-0.35
9345403,Container,114394,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,19.216666666666665,0,3,8,2023,10.55,-0.8
9417244,Container,89010,CALLAO,HONG KONG,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA,40.05,5,0,8,2023,10.9,0.3
9539377,Container,14859,MEJILLONES,MEJILLONES,82728500-5 - IAN TAYLOR,Sitio 4/5,BBC,USA,41.31666666666667,23,5,8,2023,5.1,-0.525
9784324,Container,153773,MEJILLONES,BALBOA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,56.833333333333336,14,0,8,2023,11.9,1.6
9382097,Vehicle Carrier,40619,CALLAO,SHANGHAI,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,20.5,21,0,8,2023,7.05,0.05
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,37.583333333333336,9,3,8,2023,6.1,-0.88
9952177,Liquid Bulk,14927,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,11.5,11,3,8,2023,7.15,1.75
9403413,Container,18321,CALLAO,CALLAO,96566940-k - AGUNSA,C1,NON-LINER,NO SERVICE,21.23333333333333,20,5,8,2023,8.3,0.45
9798387,Vehicle Carrier,72269,SANTOS - SP,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,13.983333333333333,5,3,8,2023,8.8,0.2
9337470,Container,90507,CALLAO,HONG KONG,96566940-k - AGUNSA,Sitio 2,YANG MING,WSA6,35.75,11,1,8,2023,12.0,1.275
9403293,Liquid Bulk,15659,VALPARAISO,MEJILLONES,80992000-3 - ULTRAMAR,C1,ULTRAGAS,CABOTAJE,25.516666666666666,1,3,8,2023,6.165,-2.68
9946233,Container,18848,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,13.283333333333331,15,4,8,2023,7.5,0.6
9707003,Vehicle Carrier,59954,SANTOS - SP,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,31.83333333333333,13,4,8,2023,8.95,0.8
9219795,Container,92198,MEJILLONES,BALBOA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,47.5,21,1,8,2023,10.95,0.75
9928188,Container,42799,GUAYAQUIL,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,26.75,7,0,8,2023,10.91,3.485
9873890,Dry Bulk,25163,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,102.41666666666669,7,2,8,2023,10.065,4.015
9745500,Container,29316,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,21.45,22,5,8,2023,8.6,0.0
9297840,Container,41359,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C1,MAERSK LINE,84Q ATACAMA FEEDER,14.783333333333331,7,1,8,2023,8.7,0.475
9193317,Container,54465,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,29.916666666666668,23,5,8,2023,11.65,0.75
9484479,Container,143521,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,66.91666666666667,1,6,8,2023,11.2,0.2
9275050,Container,26833,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,30.75,14,3,8,2023,7.95,-1.25
9860740,Dry Bulk,35953,SAN LORENZO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,73.75,2,6,8,2023,9.645,3.83
9800037,Liquid Bulk,11773,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,ULTRAGAS,CABOTAJE,18.4,2,0,8,2023,5.18,-2.345
9728681,Dry Bulk,36353,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,109.16666666666669,1,4,8,2023,10.52,4.785
9842097,Container,141000,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,62.5,6,4,8,2023,11.4,2.05
9719654,Dry Bulk,35884,ANTOFAGASTA,ANTOFAGASTA,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,80.33333333333333,4,0,8,2023,8.95,1.52
9932048,Container,150783,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,67.0,22,3,8,2023,11.35,1.65
9711755,Dry Bulk,25546,CALLAO,BALBOA,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,96.2,0,5,8,2023,10.485,4.885
9711755,Dry Bulk,25546,CALLAO,BALBOA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,127.0,11,4,8,2023,10.485,4.885
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,18.03333333333333,0,4,8,2023,6.235,-1.705
9719654,Dry Bulk,35884,ANTOFAGASTA,ANTOFAGASTA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,103.7,12,4,8,2023,8.95,1.52
9612777,Container,39106,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,25.2,5,6,8,2023,12.325,1.75
9612789,Container,39106,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,28.666666666666668,23,4,8,2023,9.565,0.14
9492311,Liquid Bulk,10866,QUINTERO,HOUSTON - TX,76902117-5 - MTA,Sitio 9,NON-LINER,NO SERVICE,11.166666666666666,10,4,8,2023,7.5,1.9
9928205,Container,42799,ARICA,SAN FRANCISCO DO SUL,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,34.75,8,4,8,2023,9.5,0.9
9595890,Dry Bulk,24240,SAN VICENTE,SAN ANTONIO - CL,78986820-4 - B&M,C1,NON-LINER,NO SERVICE,33.46666666666667,6,5,8,2023,5.745,-1.73
9724049,Container,96424,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,45.516666666666666,21,6,8,2023,9.5,1.3
9908322,Liquid Bulk,12065,QUINTERO,CORONEL,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,19.75,12,6,8,2023,6.25,0.0
9595890,Dry Bulk,24240,SAN VICENTE,SAN ANTONIO - CL,78986820-4 - B&M,C1,NON-LINER,NO SERVICE,62.96666666666667,2,5,8,2023,5.745,-1.73
9797199,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,13.433333333333334,8,0,8,2023,8.9,0.85
9166792,Container,92198,MEJILLONES,BALBOA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,47.28333333333333,4,2,8,2023,11.45,1.275
9797204,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,16.216666666666665,7,2,8,2023,9.75,1.0
9384942,Vehicle Carrier,62080,IQUIQUE,YOKOHAMA - KANAGAWA,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,21.566666666666663,5,2,8,2023,8.0,0.7
9492311,Liquid Bulk,10866,QUINTERO,HOUSTON - TX,76902117-5 - MTA,Sitio 9,NON-LINER,NO SERVICE,29.08333333333333,21,2,8,2023,7.5,1.9
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,23.166666666666668,7,4,8,2023,6.245,-2.355
9191632,Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,20.0,20,5,8,2023,4.94,-1.865
9645891,Container,116568,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,32.0,20,2,8,2023,11.2,1.75
9645891,Container,116568,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,14.75,21,6,8,2023,11.6,-1.05
9872511,Dry Bulk,34573,NEW ORLEANS INT. APT,NEW ORLEANS INT. APT,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,19.33333333333333,0,2,8,2023,11.815,5.765
9850848,Container,116295,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,63.13333333333333,6,0,8,2023,10.95,1.35
9872511,Dry Bulk,34573,NEW ORLEANS INT. APT,NEW ORLEANS INT. APT,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,78.66666666666667,13,4,9,2023,11.815,5.765
9765586,Container,17907,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,19.566666666666663,20,4,8,2023,8.05,1.1
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,29.416666666666668,10,4,9,2023,5.835,-0.235
9860661,Dry Bulk,35832,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,77.58333333333333,9,0,9,2023,9.76,3.98
9942689,Liquid Bulk,12065,CORONEL,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,24.366666666666667,15,0,8,2023,5.65,-3.825
9501277,General Cargo,9618,PISCO-GEN SAN MARTIN,MEJILLONES,82728500-5 - IAN TAYLOR,C2,BBC,USA,17.583333333333332,23,0,8,2023,5.675,0.05
9338890,Vehicle Carrier,41886,IQUIQUE,YOKOHAMA - KANAGAWA,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,18.05,2,2,8,2023,7.77,0.76
9193317,Container,54465,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,22.166666666666668,16,4,9,2023,9.35,0.6
9946245,Container,18848,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,Colibri Express,26.1,17,4,9,2023,7.55,1.6
9610406,Vehicle Carrier,59022,ZARATE,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,CAR CARRIERS,22.716666666666665,14,4,9,2023,9.35,0.35
9850848,Container,116295,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,22.5,20,5,9,2023,10.95,1.35
9842102,Container,141000,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,70.16666666666667,18,5,9,2023,11.0,1.95
9706205,Container,112836,CALLAO,CORONEL,96707720-8 - MSC,C1,MSC,SAWC-USA-NWC,26.03333333333333,20,1,9,2023,10.35,2.0
9463035,Container,141649,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,61.25,17,5,9,2023,10.93,1.48
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,ULTRAGAS,CABOTAJE,30.566666666666663,0,5,9,2023,5.74,-4.11
9122930,Vehicle Carrier,55680,IQUIQUE,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,45.81666666666667,20,2,9,2023,8.95,0.65
9831505,Dry Bulk,25189,GUAYAQUIL,BALBOA,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,63.85,21,5,9,2023,10.305,4.205
9357327,Vehicle Carrier,57692,MANZANILLO PANAMA,ZARATE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,24.1,22,5,9,2023,8.75,1.3
9580156,Dry Bulk,23587,PATILLOS,TALCAHUANO,96566940-k - AGUNSA,C1,NON-LINER,NO SERVICE,63.93333333333333,3,6,9,2023,9.87,2.37
9613599,Container,91499,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,35.93333333333333,21,6,9,2023,11.975,1.025
9338888,Vehicle Carrier,41886,CALLAO,ZARATE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,15.183333333333334,21,4,9,2023,8.15,0.55
9780952,Dry Bulk,23703,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,89.91666666666667,21,0,9,2023,10.325,4.825
9942689,Liquid Bulk,12065,CORONEL,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,14.083333333333334,12,1,9,2023,5.65,-3.825
9786762,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,15.583333333333334,15,1,9,2023,8.15,0.7
9928190,Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,27.83333333333333,9,4,9,2023,11.95,0.95
9526875,Container,89174,MEJILLONES,ARICA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,43.66666666666666,10,1,9,2023,10.5,1.25
9700251,Container,25145,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,42.333333333333336,12,4,9,2023,7.75,0.85
9699177,Dry Bulk,34049,BAHIA BLANCA,BAHIA BLANCA,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,116.16666666666669,17,4,9,2023,12.15,6.855
9928188,Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,U4Gabac,21.416666666666668,0,6,9,2023,12.6,0.95
9797187,Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,C2,MAERSK LINE,84Q ATACAMA FEEDER,14.0,22,1,9,2023,9.25,0.5
9214903,Container,92198,MEJILLONES,LAZARO CARDENAS - MIC,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,34.75,9,1,9,2023,10.95,0.9
9612777,Container,39106,ARICA,SANTOS - SP,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,23.83333333333333,15,5,9,2023,9.74,0.685
9379985,Liquid Bulk,16222,QUINTERO,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,7.266666666666667,22,3,9,2023,7.0,0.2
9477919,Vehicle Carrier,60876,IQUIQUE,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,23.55,14,1,9,2023,8.35,0.9
9629108,Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,66.83333333333333,18,1,9,2023,12.175,1.075
9472206,Vehicle Carrier,72408,GUNSAN ( ES KUNSAN ),IQUIQUE,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,65.78333333333333,0,5,9,2023,9.575,2.225
9687552,Container,93685,VALPARAISO,CALLAO,80992000-3 - ULTRAMAR,C1,HAPAG-LLOYD CHILE SPA,Eurosal,53.86666666666667,0,3,9,2023,8.2,0.0
9630418,Container,113042,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,32.416666666666664,14,4,9,2023,9.9,0.63
9379985,Liquid Bulk,16222,QUINTERO,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 3,MOL,CAR CARRIERS,14.666666666666666,6,4,9,2023,7.0,0.2
9319480,Liquid Bulk,18405,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,15.333333333333334,23,5,9,2023,7.2,0.8
9310575,Dry Bulk,9978,PUERTO MONTT,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,12.75,17,5,9,2023,4.54,-0.03
9663295,Vehicle Carrier,59615,ARICA,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,75.3,19,5,9,2023,9.2,1.95
9301433,Container,26836,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,53.3,13,3,9,2023,7.3,-0.85
9441570,Vehicle Carrier,58767,ZARATE,IQUIQUE,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,10.65,0,2,9,2023,9.45,0.15
9831505,Dry Bulk,25189,GUAYAQUIL,BALBOA,80992000-3 - ULTRAMAR,C2,NON-LINER,NO SERVICE,53.0,7,6,9,2023,10.305,4.205
9589786,Dry Bulk,34778,MEJILLONES,BALBOA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,74.95,5,6,9,2023,11.495,5.995
9831505,Dry Bulk,25189,GUAYAQUIL,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,59.66666666666666,11,2,9,2023,10.305,4.205
9720055,Dry Bulk,35503,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,113.83333333333331,14,2,9,2023,10.255,3.235
9285005,Container,89010,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,22.25,21,2,9,2023,10.45,2.15
9777632,Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C1,HAPAG-LLOYD CHILE SPA,Eurosal,47.7,9,2,9,2023,8.95,1.15
9733820,Container,17907,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ZIM,Colibri Express,25.98333333333333,13,4,9,2023,7.25,0.25
9837652,General Cargo,40250,MANTA,PUNTA DEL ESTE,80925100-4 - SOMARCO,Sitio 3,NON-LINER,NO SERVICE,47.16666666666666,11,5,9,2023,7.1,0.2
9285005,Container,89010,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,18.966666666666665,13,0,9,2023,10.8,1.35
9612789,Container,39106,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,46.766666666666666,13,5,9,2023,12.21,1.325
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,36.16666666666666,12,1,9,2023,6.145,-4.86
9952127,Liquid Bulk,11821,QUINTERO,CORONEL,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,11.8,10,4,9,2023,8.7,0.95
9595498,Container,99995,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,39.21666666666667,16,6,9,2023,11.55,0.75
