Código nave,Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,atraque_hour,atraque_dayofweek,atraque_month,atraque_year,Calado arribo,Calado diff
9702417,Vehicle Carrier,64546,SANTOS - SP,ULSAN,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,23.95,12,2,10,2020,8.0,0.135
9337913,Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,21.33333333333333,6,5,10,2020,12.1,0.7
9786762,Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,32.2,21,1,10,2020,10.5,1.2
9525417,General Cargo,7460,BARQUITO,ANGAMOS,96566940-k - AGUNSA,Sitio 3,COMPANIA MARITIMA CHILENA S.A.,USA,56.583333333333336,23,5,10,2020,6.45,0.635
9872169,Dry Bulk,40250,LIANYUNGANG,QUINTERO,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,124.26666666666668,10,5,10,2020,7.3,0.6
9503732,Container,141754,BUENAVENTURA,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,35.333333333333336,12,6,10,2020,11.8,2.55
9619402,Container,48338,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,20.666666666666668,16,0,10,2020,10.15,0.4
9120841,Container,92198,CALLAO,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,51.25,1,1,10,2020,10.4,-0.3
9675559,Dry Bulk,23269,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,70.66666666666667,20,0,10,2020,9.755,4.07
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 1,TRANSMARES,CABOTAJE SUR,14.0,7,3,10,2020,5.51,-1.24
9754094,Dry Bulk,24940,SAN LORENZO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,109.65,11,3,10,2020,9.65,3.39
9373993,Dry Bulk,31532,IQUIQUE,PUERTO MONTT,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,31.133333333333333,5,0,10,2020,7.375,-0.175
9797216,Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,37.91666666666666,10,3,10,2020,9.8,0.1
9581423,Liquid Bulk,16458,QUINTERO,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 3,NON-LINER,NO SERVICE,10.5,15,0,10,2020,5.5,-0.6
9509140,Container,39905,GUAYAQUIL,BAHIA BLANCA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,11.5,9,4,10,2020,8.5,0.55
9452854,Dry Bulk,32987,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,93.16666666666669,11,4,10,2020,9.905,4.555
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,34.516666666666666,1,0,9,2020,6.65,-3.25
9605798,Vehicle Carrier,61106,ANTOFAGASTA,RIO GRANDE,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,9.733333333333333,12,4,10,2020,8.75,0.3
9292175,Container,54519,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,31.83333333333333,21,6,10,2020,11.65,-0.85
9352030,Container,92293,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,52.66666666666666,9,2,10,2020,12.525,0.325
9722704,Container,94440,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,64.55,13,2,10,2020,10.825,-1.925
9581423,Liquid Bulk,16458,QUINTERO,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 9,NON-LINER,NO SERVICE,7.583333333333333,7,0,10,2020,5.5,-0.6
9191632,Container,6406,LIRQUEN,TALCAHUANO,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,14.0,7,6,10,2020,4.85,0.38
9749570,Vehicle Carrier,65697,SHANGHAI,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,19.166666666666668,16,6,10,2020,8.55,0.1
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,37.5,18,5,10,2020,6.75,-4.25
9236535,Container,51364,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,24.166666666666668,13,5,10,2020,13.15,0.0
9755684,Dry Bulk,24300,CALLAO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,71.05,12,6,10,2020,9.6,4.515
9700809,Dry Bulk,30657,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,64.25,12,4,10,2020,9.81,3.095
9325764,Vehicle Carrier,39422,IQUIQUE,LAZARO CARDENAS - MIC,96566940-k - AGUNSA,Sitio 4/5,KLINE,ALEX,15.983333333333333,11,5,10,2020,7.65,0.63
9755684,Dry Bulk,24300,CALLAO,SAN ANTONIO - CL,78986820-4 - B&M,C1,NON-LINER,NO SERVICE,82.0,5,4,10,2020,9.6,4.515
9777632,Container,118945,VALPARAISO,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,12.383333333333333,6,5,10,2020,8.275,-1.0
9320685,Container,53481,MEJILLONES,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,U4Gabac,22.916666666666668,6,1,10,2020,11.3,0.5
9786774,Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,37.0,11,2,10,2020,8.9,-0.3
9748007,Liquid Bulk,10830,QUINTERO,HOUSTON - TX,76902117-5 - MTA,Sitio 4/5,NON-LINER,NO SERVICE,60.78333333333333,8,5,10,2020,6.4,1.6
9612789,Container,39106,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,25.166666666666668,21,4,10,2020,11.65,-0.14
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,40.15,20,0,10,2020,6.62,-4.33
9305465,Container,91649,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,51.333333333333336,6,0,10,2020,11.4,0.8
9842102,Container,141000,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,58.16666666666666,21,2,10,2020,11.3,1.05
9446013,Vehicle Carrier,70687,CALLAO,PUSAN KOREA,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,46.43333333333333,7,4,10,2020,8.4,0.9
9467407,Container,140096,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,64.75,11,2,10,2020,11.325,1.625
9786750,Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,22.883333333333333,7,1,10,2020,10.15,0.55
9191632,Container,6406,TALCAHUANO,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,10.5,12,6,10,2020,4.55,-1.95
9316141,Vehicle Carrier,61260,ANTOFAGASTA,RIO GRANDE,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,15.433333333333334,10,3,10,2020,8.9,0.5
9305506,Container,91649,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,25.166666666666668,12,5,10,2020,11.9,-0.15
9334935,Container,90757,CALLAO,HONG KONG,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA,46.0,6,0,10,2020,10.4,0.35
9318101,Container,91649,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,22.666666666666668,7,5,10,2020,12.4,0.1
9711731,Dry Bulk,25546,SAN LORENZO,ARICA,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,70.66666666666667,14,5,10,2020,9.55,2.3
9166792,Container,92198,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,99.75,15,0,11,2020,10.025,0.975
9509152,Container,39905,ARICA,PUERTO MADRYN,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,60.75,23,3,10,2020,9.3,0.35
9574377,General Cargo,7460,BARQUITO,ANGAMOS,96566940-k - AGUNSA,Sitio 3,NON-LINER,NO SERVICE,63.66666666666666,3,5,10,2020,7.2,3.2
9837652,General Cargo,40250,SHANGHAI,SAO PAULO-VIRACOPOS APT,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,22.216666666666665,9,5,10,2020,8.875,0.275
9317925,Container,53481,SANTOS - SP,CALLAO,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,U4Gabac,12.916666666666666,7,6,11,2020,13.2,0.55
9551686,Dry Bulk,32987,ROSARIO,ANTOFAGASTA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,81.91666666666667,5,6,11,2020,10.335,4.65
9168855,Container,69246,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,37.25,6,0,11,2020,12.11,0.06
9722675,Container,94440,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,78.66666666666667,14,1,11,2020,10.45,0.725
9612777,Container,39106,ARICA,PUERTO MADRYN,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,15.666666666666666,13,3,10,2020,7.925,0.125
9610444,Vehicle Carrier,59007,ZARATE,IQUIQUE,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,NASS,7.533333333333333,19,4,10,2020,9.045,0.335
9256353,Dry Bulk,16978,QUETZAL,TALCAHUANO,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,11.1,12,5,10,2020,8.225,0.255
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,39.333333333333336,11,3,10,2020,6.635,-4.34
9158276,Vehicle Carrier,57623,ZEEBRUGGE,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,16.916666666666668,6,1,11,2020,9.05,0.65
9790933,Dry Bulk,35834,SAN LORENZO,SAN LORENZO,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,74.91666666666667,14,5,10,2020,10.25,4.085
9465306,Container,141635,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,98.5,6,0,10,2020,10.0,1.75
9595149,Dry Bulk,23790,GALVESTON - TX,VALPARAISO,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,73.5,7,0,10,2020,10.9,4.735
9394832,Dry Bulk,32415,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,67.96666666666667,15,1,10,2020,9.65,4.875
9379870,Dry Bulk,9961,PENCO,TOCOPILLA,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,38.25,23,0,10,2020,5.5,1.0
9168831,Container,69246,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,25.916666666666668,10,4,10,2020,11.35,0.25
9168831,Container,69246,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,C1,EVERGREEN,WSA,26.016666666666666,13,5,10,2020,11.35,0.25
9741865,Dry Bulk,25546,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,63.35,11,3,10,2020,9.875,4.05
9792008,Liquid Bulk,14965,QUINTERO,MATARANI,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,15.6,15,0,11,2020,6.5,0.75
9792008,Liquid Bulk,14965,QUINTERO,MATARANI,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,9.416666666666666,7,1,11,2020,6.5,0.75
9250323,Dry Bulk,17979,PATILLOS,TALCAHUANO,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,43.75,13,5,10,2020,9.72,1.22
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,15.833333333333334,13,6,11,2020,5.335,0.085
9668300,Dry Bulk,23268,SAN LORENZO,TOCOPILLA,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,92.91666666666669,11,2,11,2020,9.65,4.0
9477799,Container,48338,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,18.916666666666668,13,0,11,2020,9.85,1.0
9293894,Vehicle Carrier,60118,ZARATE,IQUIQUE,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,NASS,51.71666666666667,12,2,11,2020,8.7,0.55
9626912,Dry Bulk,33057,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,78.91666666666667,16,2,11,2020,9.6,3.66
9467407,Container,140096,LIRQUEN,MEJILLONES,96707720-8 - MSC,Sitio 1,MSC,Andes,24.916666666666668,20,4,11,2020,12.225,-1.475
9403293,Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,41.833333333333336,15,4,11,2020,6.485,-4.505
9352028,Container,92293,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,51.75,21,6,11,2020,10.65,0.45
9553488,Vehicle Carrier,62838,IQUIQUE,LAZARO CARDENAS - MIC,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,11.9,14,2,11,2020,8.24,0.09
9325764,Vehicle Carrier,39422,IQUIQUE,LAZARO CARDENAS - MIC,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,USA,16.016666666666666,12,3,11,2020,7.47,0.49
9685322,Container,113042,LIRQUEN,ANGAMOS,96566940-k - AGUNSA,Sitio 1,ONE,AX2,25.58333333333333,1,3,11,2020,11.4,-1.65
9863807,Dry Bulk,35000,ROSARIO,QUINTERO,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,86.58333333333333,1,6,11,2020,9.62,4.095
9837652,General Cargo,40250,SHANGHAI,SAO PAULO-VIRACOPOS APT,80925100-4 - SOMARCO,C2,NON-LINER,NO SERVICE,49.66666666666666,5,6,11,2020,8.875,0.275
9681431,Vehicle Carrier,65276,CALLAO,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,31.95,6,6,11,2020,8.95,1.05
9605786,Vehicle Carrier,61106,MEJILLONES,RIO GRANDE,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,10.283333333333331,17,4,11,2020,8.65,0.05
9302645,Container,90389,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,23.25,22,5,11,2020,11.8,0.1
9612777,Container,39106,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,25.75,22,4,11,2020,12.4,0.7
9191632,Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,12.166666666666666,7,6,11,2020,5.15,-0.35
9685322,Container,113042,CALLAO,CORONEL,96566940-k - AGUNSA,Sitio 1,ONE,AX2,31.25,6,3,11,2020,11.45,2.7
9747235,Dry Bulk,24872,LIRQUEN,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,43.7,6,0,11,2020,6.74,0.0
9786786,Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,64.16666666666667,6,2,11,2020,9.85,0.95
9236535,Container,51364,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,19.916666666666668,8,0,11,2020,10.35,0.01
9230763,Dry Bulk,30174,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,77.58333333333333,17,2,11,2020,9.45,4.15
9445394,Vehicle Carrier,72408,IQUIQUE,ULSAN,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,152.1,20,1,11,2020,8.225,0.275
9388716,Vehicle Carrier,57692,ZARATE,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,22.4,20,0,11,2020,8.45,0.175
9612789,Container,39106,ARICA,PUERTO MADRYN,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,20.666666666666668,23,3,11,2020,8.68,0.92
9746176,Liquid Bulk,20600,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,26.433333333333334,5,4,11,2020,8.5,-1.5
9619402,Container,48338,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,43.75,22,4,11,2020,12.25,0.8
9729128,Container,95256,VALPARAISO,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,18.466666666666665,13,4,12,2020,7.05,0.0
9731913,Container,94623,CALLAO,MEJILLONES,80925100-4 - SOMARCO,Sitio 4/5,COSCO GROUP,Eurosal,22.016666666666666,12,2,11,2020,11.6,0.0
9478949,Dry Bulk,31244,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,77.91666666666667,17,1,11,2020,10.0,4.91
9709233,Dry Bulk,25546,SAN LORENZO,COQUIMBO,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,63.333333333333336,0,6,11,2020,10.0,4.35
9235531,Container,50686,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,34.083333333333336,7,5,11,2020,9.75,0.95
9842073,Container,140976,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,44.91666666666666,0,2,11,2020,11.3,2.0
9463059,Container,141649,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,31.33333333333333,22,3,11,2020,12.25,3.05
9303209,Vehicle Carrier,59217,MONTEVIDEO,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,26.58333333333333,10,1,11,2020,8.8,0.75
9214032,Liquid Bulk,9208,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,12.916666666666666,12,1,11,2020,5.8,1.35
9456991,Container,50885,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,13.833333333333334,21,1,11,2020,9.65,1.05
9196993,Container,68888,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,39.75,19,6,11,2020,10.9,-0.175
9278662,Liquid Bulk,20058,SAN NICOLAS,PARANAGUA - PR,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,30.416666666666668,10,0,11,2020,5.95,-2.0
9232981,Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,9.0,20,2,11,2020,4.72,-0.73
9403293,Liquid Bulk,15659,QUINTERO,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,23.0,21,2,11,2020,7.89,-2.16
9463059,Container,141649,LIRQUEN,MEJILLONES,96707720-8 - MSC,Sitio 1,MSC,ANDEAN FEEDER,21.83333333333333,6,2,11,2020,11.85,-1.45
9318319,Container,50686,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,19.416666666666668,21,0,11,2020,9.5,-0.75
9214032,Liquid Bulk,9208,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,10.666666666666666,1,2,11,2020,5.8,1.35
9489821,Dry Bulk,19999,PENCO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,41.98333333333333,11,1,11,2020,6.75,1.845
9821299,Liquid Bulk,14965,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,11.75,9,4,11,2020,6.75,1.2
9874272,Dry Bulk,34463,PRINCE RUPERT - BC,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,92.25,3,0,11,2020,11.025,4.755
9821299,Liquid Bulk,14965,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,11.5,17,1,12,2020,6.75,1.2
9777618,Container,118945,MEJILLONES,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,49.16666666666666,7,3,11,2020,10.5,-0.1
9338694,Vehicle Carrier,60876,IQUIQUE,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,18.58333333333333,21,4,11,2020,7.65,0.0
9714252,Dry Bulk,24785,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,42.98333333333333,19,5,11,2020,6.855,1.28
9698630,Container,96386,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,48.083333333333336,14,4,11,2020,10.1,0.2
9214903,Container,92198,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,29.83333333333333,7,0,11,2020,12.2,-0.55
9629081,Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,74.83333333333333,21,6,11,2020,10.525,0.375
9214903,Container,92198,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,24.916666666666668,21,5,11,2020,12.2,-0.55
9574377,General Cargo,7460,BARQUITO,BARQUITO,96566940-k - AGUNSA,Sitio 3,NON-LINER,NO SERVICE,42.583333333333336,4,1,11,2020,5.9,1.9
9718911,Dry Bulk,36426,ROSARIO,PANAMA CITY,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,71.75,15,1,11,2020,9.175,3.275
9648879,Dry Bulk,31538,ROSARIO,PANAMA CITY,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,57.75,16,4,11,2020,10.0,4.6
9777589,Container,118945,MEJILLONES,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,49.21666666666667,4,3,11,2020,10.7,1.55
9502960,Container,141754,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,32.833333333333336,5,4,11,2020,11.1,2.25
9210050,Container,37113,SANTOS - SP,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,22.25,14,1,11,2020,10.35,0.45
9319765,Vehicle Carrier,61321,IQUIQUE,SANTOS - SP,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,9.683333333333334,6,1,11,2020,8.7,0.2
9085522,Container,81488,CALLAO,LIRQUEN,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,30.916666666666668,22,3,11,2020,11.0,1.0
9317925,Container,53481,ANTOFAGASTA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,21.08333333333333,2,3,11,2020,10.65,0.85
9736810,Vehicle Carrier,71177,LAZARO CARDENAS - MIC,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,125.46666666666668,21,6,11,2020,9.35,0.6
9219800,Container,92198,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,37.91666666666666,1,0,11,2020,12.9,1.4
9337925,Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 3,COSCO GROUP,WSA3,34.416666666666664,13,5,11,2020,11.6,0.25
9423750,Liquid Bulk,15190,CALLAO,CORONEL,82728500-5 - IAN TAYLOR,Sitio 9,NON-LINER,NO SERVICE,6.5,23,4,11,2020,5.9,0.1
9320685,Container,53481,SANTOS - SP,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,26.166666666666668,16,1,12,2020,13.25,0.4
9423750,Liquid Bulk,15190,CALLAO,CORONEL,82728500-5 - IAN TAYLOR,Sitio 3,NON-LINER,NO SERVICE,7.083333333333333,7,2,12,2020,5.9,0.1
9502960,Container,141754,CORONEL,ANGAMOS,96707720-8 - MSC,Sitio 1,MSC,Andes,27.83333333333333,22,2,12,2020,11.55,-1.75
9465318,Container,141635,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,40.41666666666666,4,4,12,2020,11.95,2.95
9477799,Container,48338,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,5.833333333333333,6,3,12,2020,9.3,0.55
9235531,Container,50686,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,50.5,13,1,12,2020,9.95,1.45
9426386,Vehicle Carrier,60067,ZARATE,IQUIQUE,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,NASS,27.08333333333333,12,6,12,2020,9.0,0.05
9460899,Vehicle Carrier,60213,IQUIQUE,ULSAN,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,44.21666666666667,20,0,12,2020,8.65,1.0
9619402,Container,48338,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,21.916666666666668,22,0,12,2020,10.05,0.55
9486477,Dry Bulk,23322,SAN LORENZO,TOCOPILLA,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,111.75,6,4,12,2020,9.28,4.165
9786762,Container,43628,CALLAO,PAITA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,51.333333333333336,21,1,12,2020,9.0,-3.15
